"","sample","caab_code","level_1","level_2","level_3","level_4","level_5","level_6","level_7","level_8","family","genus","species","count","campaignid"
"160","15.07","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"161","15.12","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"162","15.12","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"163","15.12","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"164","15.12","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"165","15.12","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"166","15.12","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,11,"2019-08_Ningaloo_stereo-BRUVs"
"167","16.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"168","16.01","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"169","16.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"170","16.02","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"171","16.02","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,7,"2019-08_Ningaloo_stereo-BRUVs"
"172","16.02","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"173","16.02","20000000","Biota","Bryozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"174","16.02","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"175","16.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"176","16.03","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"177","16.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"178","16.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"179","16.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"180","16.05","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"181","16.05","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"182","16.05","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,24,"2019-08_Ningaloo_stereo-BRUVs"
"183","17.08","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"184","17.08","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,22,"2019-08_Ningaloo_stereo-BRUVs"
"185","18.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"2019-08_Ningaloo_stereo-BRUVs"
"186","18.01","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,24,"2019-08_Ningaloo_stereo-BRUVs"
"187","18.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"2019-08_Ningaloo_stereo-BRUVs"
"188","18.02","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,27,"2019-08_Ningaloo_stereo-BRUVs"
"189","18.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"190","18.03","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,6,"2019-08_Ningaloo_stereo-BRUVs"
"191","18.03","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"192","18.03","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"193","18.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"194","18.04","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"195","18.04","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,7,"2019-08_Ningaloo_stereo-BRUVs"
"196","18.04","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,9,"2019-08_Ningaloo_stereo-BRUVs"
"197","18.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,9,"2019-08_Ningaloo_stereo-BRUVs"
"198","18.07","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"199","18.07","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,23,"2019-08_Ningaloo_stereo-BRUVs"
"200","18.08","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"201","18.08","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"202","19.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"2019-08_Ningaloo_stereo-BRUVs"
"203","19.01","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"204","19.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"205","19.02","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"206","19.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"207","19.03","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,22,"2019-08_Ningaloo_stereo-BRUVs"
"208","19.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"209","19.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,23,"2019-08_Ningaloo_stereo-BRUVs"
"210","19.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"211","19.05","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"212","19.08","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"213","19.08","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"214","2.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"215","2.02","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,21,"2019-08_Ningaloo_stereo-BRUVs"
"216","2.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"217","2.03","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"218","2.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"219","2.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"220","2.04","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,25,"2019-08_Ningaloo_stereo-BRUVs"
"221","2.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"222","2.05","82001007","Physical","Substrate","Unconsolidated (soft)","Pebble / gravel","Biologenic",NA,NA,NA,NA,NA,NA,6,"2019-08_Ningaloo_stereo-BRUVs"
"223","2.05","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"224","2.06","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"225","2.06","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,26,"2019-08_Ningaloo_stereo-BRUVs"
"226","2.07","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"227","2.07","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,26,"2019-08_Ningaloo_stereo-BRUVs"
"228","23.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"2019-08_Ningaloo_stereo-BRUVs"
"229","23.01","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"230","23.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"231","23.02","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"232","23.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"2019-08_Ningaloo_stereo-BRUVs"
"233","23.03","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"234","23.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"235","23.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"236","23.06","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"237","23.06","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"238","23.09","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"239","23.09","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"240","23.09","25001000","Biota","Echinoderms","Feather stars",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"241","23.09","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"242","3.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"243","3.01","82001007","Physical","Substrate","Unconsolidated (soft)","Pebble / gravel","Biologenic",NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"244","3.01","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,10,"2019-08_Ningaloo_stereo-BRUVs"
"245","3.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"246","3.02","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,25,"2019-08_Ningaloo_stereo-BRUVs"
"247","3.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"248","3.03","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,26,"2019-08_Ningaloo_stereo-BRUVs"
"249","3.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"250","3.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"251","3.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"252","3.05","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"253","3.05","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"254","3.05","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"255","3.06","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"256","3.06","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,23,"2019-08_Ningaloo_stereo-BRUVs"
"257","30.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"258","30.01","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"259","30.01","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"260","30.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"261","30.02","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"262","30.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"2019-08_Ningaloo_stereo-BRUVs"
"263","30.03","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"264","30.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"2019-08_Ningaloo_stereo-BRUVs"
"265","30.04","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"266","30.04","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"267","30.04","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,3,"2019-08_Ningaloo_stereo-BRUVs"
"268","30.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"269","30.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"2019-08_Ningaloo_stereo-BRUVs"
"270","30.05","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"271","30.05","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"272","30.05","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"273","30.05","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,3,"2019-08_Ningaloo_stereo-BRUVs"
"274","30.05","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,21,"2019-08_Ningaloo_stereo-BRUVs"
"275","30.06","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"276","30.06","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"277","30.06","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"278","30.06","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"279","30.06","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"280","30.06","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,10,"2019-08_Ningaloo_stereo-BRUVs"
"281","31.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"2019-08_Ningaloo_stereo-BRUVs"
"282","31.01","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"283","31.01","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"284","31.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"285","31.02","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"286","31.02","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"287","31.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"288","31.03","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"289","31.03","11001000","Biota","Cnidaria","Hydroids",NA,NA,NA,NA,NA,NA,NA,NA,3,"2019-08_Ningaloo_stereo-BRUVs"
"290","31.03","11077906","Biota","Cnidaria","Hydrocorals","Branching",NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"291","31.03","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"292","31.03","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"293","31.04","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"2019-08_Ningaloo_stereo-BRUVs"
"294","31.04","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"295","31.04","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"296","31.04","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,19,"2019-08_Ningaloo_stereo-BRUVs"
"297","31.04","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"298","31.05","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"299","31.05","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"300","31.05","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,3,"2019-08_Ningaloo_stereo-BRUVs"
"301","31.05","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,16,"2019-08_Ningaloo_stereo-BRUVs"
"302","31.06","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"2019-08_Ningaloo_stereo-BRUVs"
"303","31.06","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"304","31.06","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"305","31.06","82001014","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Coarse sand (with shell fragments)",NA,NA,NA,NA,NA,NA,23,"2019-08_Ningaloo_stereo-BRUVs"
"306","4.01","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"2019-08_Ningaloo_stereo-BRUVs"
"307","4.01","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"308","4.01","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,3,"2019-08_Ningaloo_stereo-BRUVs"
"309","4.01","11168902","Biota","Cnidaria","Corals","Black & Octocorals","Branching (3D)",NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"310","4.01","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,10,"2019-08_Ningaloo_stereo-BRUVs"
"311","4.02","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"2019-08_Ningaloo_stereo-BRUVs"
"312","4.02","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"313","4.02","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,5,"2019-08_Ningaloo_stereo-BRUVs"
"314","4.02","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
"315","4.02","11168917","Biota","Cnidaria","Corals","Black & Octocorals","Whip",NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"316","4.02","82001015","Physical","Substrate","Unconsolidated (soft)","Sand / mud (<2mm)","Fine sand (no shell fragments)",NA,NA,NA,NA,NA,NA,17,"2019-08_Ningaloo_stereo-BRUVs"
"317","4.03","00000001","Biota","Unscorable",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"2019-08_Ningaloo_stereo-BRUVs"
"318","4.03","10000000","Biota","Sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"319","4.03","10000903","Biota","Sponges","Massive forms",NA,NA,NA,NA,NA,NA,NA,NA,4,"2019-08_Ningaloo_stereo-BRUVs"
"320","4.03","10000912","Biota","Sponges","Erect forms",NA,NA,NA,NA,NA,NA,NA,NA,2,"2019-08_Ningaloo_stereo-BRUVs"
"321","4.03","11168912","Biota","Cnidaria","Corals","Black & Octocorals","Fan (2D)",NA,NA,NA,NA,NA,NA,1,"2019-08_Ningaloo_stereo-BRUVs"
